seq,slot,bytes,npts,e2e_us,fft_us,peak_hz,expect_hz,ok,gitsha
386,2,16640,4096,11.792,6.592,20019.5,20000.0,1,2eb80be
387,3,16640,4096,12.912,8.128,24902.3,25000.0,1,2eb80be
388,0,16640,4096,12.608,7.776,30029.3,30000.0,1,2eb80be
389,1,16640,4096,11.968,7.200,34912.1,35000.0,1,2eb80be
390,2,16640,4096,12.192,7.520,40039.1,40000.0,1,2eb80be
391,3,16640,4096,10.752,6.176,44921.9,45000.0,1,2eb80be
392,0,16640,4096,12.512,7.680,50048.8,50000.0,1,2eb80be
393,1,16640,4096,12.688,7.968,54931.6,55000.0,1,2eb80be
394,2,16640,4096,11.344,6.400,60058.6,60000.0,1,2eb80be
395,3,16640,4096,10.752,5.312,64941.4,65000.0,1,2eb80be
396,0,16640,4096,12.288,7.488,70068.4,70000.0,1,2eb80be
397,1,16640,4096,12.608,7.840,74951.2,75000.0,1,2eb80be
398,2,16640,4096,11.952,6.784,80078.1,80000.0,1,2eb80be
399,3,16640,4096,12.480,7.904,84960.9,85000.0,1,2eb80be
400,0,16640,4096,12.384,7.584,10009.8,10000.0,1,2eb80be
401,1,16640,4096,11.744,7.424,14892.6,15000.0,1,2eb80be
402,2,16640,4096,12.032,7.232,20019.5,20000.0,1,2eb80be
403,3,16640,4096,12.752,8.096,24902.3,25000.0,1,2eb80be
404,0,16640,4096,11.808,7.424,30029.3,30000.0,1,2eb80be
405,1,16640,4096,12.528,7.872,34912.1,35000.0,1,2eb80be
406,2,16640,4096,12.112,7.200,40039.1,40000.0,1,2eb80be
407,3,16640,4096,11.792,7.424,44921.9,45000.0,1,2eb80be
408,0,16640,4096,11.952,7.264,50048.8,50000.0,1,2eb80be
409,1,16640,4096,12.465,7.648,54931.6,55000.0,1,2eb80be
410,2,16640,4096,12.256,7.616,60058.6,60000.0,1,2eb80be
411,3,16640,4096,12.080,7.520,64941.4,65000.0,1,2eb80be
412,0,16640,4096,12.512,7.872,70068.4,70000.0,1,2eb80be
413,1,16640,4096,10.384,6.080,74951.2,75000.0,1,2eb80be
414,2,16640,4096,12.032,7.488,80078.1,80000.0,1,2eb80be
415,3,16640,4096,12.608,7.936,84960.9,85000.0,1,2eb80be
416,0,16640,4096,11.632,7.328,10009.8,10000.0,1,2eb80be
417,1,16640,4096,11.008,6.240,14892.6,15000.0,1,2eb80be
418,2,16640,4096,12.752,7.968,20019.5,20000.0,1,2eb80be
419,3,16640,4096,11.808,7.520,24902.3,25000.0,1,2eb80be
420,0,16640,4096,12.848,8.224,30029.3,30000.0,1,2eb80be
421,1,16640,4096,12.080,7.328,34912.1,35000.0,1,2eb80be
422,2,16640,4096,10.592,5.376,40039.1,40000.0,1,2eb80be
423,3,16640,4096,12.336,7.584,44921.9,45000.0,1,2eb80be
424,0,16640,4096,13.120,8.128,50048.8,50000.0,1,2eb80be
425,1,16640,4096,12.352,7.872,54931.6,55000.0,1,2eb80be
426,2,16640,4096,12.928,8.160,60058.6,60000.0,1,2eb80be
427,3,16640,4096,12.368,7.648,64941.4,65000.0,1,2eb80be
428,0,16640,4096,12.080,7.776,70068.4,70000.0,1,2eb80be
429,1,16640,4096,12.352,7.744,74951.2,75000.0,1,2eb80be
430,2,16640,4096,12.576,8.064,80078.1,80000.0,1,2eb80be
431,3,16640,4096,11.664,7.392,84960.9,85000.0,1,2eb80be
432,0,16640,4096,10.880,6.304,10009.8,10000.0,1,2eb80be
433,1,16640,4096,12.768,8.160,14892.6,15000.0,1,2eb80be
434,2,16640,4096,10.720,6.048,20019.5,20000.0,1,2eb80be
435,3,16640,4096,11.264,6.304,24902.3,25000.0,1,2eb80be
436,0,16640,4096,11.072,6.400,30029.3,30000.0,1,2eb80be
437,1,16640,4096,12.176,6.816,34912.1,35000.0,1,2eb80be
438,2,16640,4096,12.592,7.968,40039.1,40000.0,1,2eb80be
439,3,16640,4096,12.416,7.744,44921.9,45000.0,1,2eb80be
440,0,16640,4096,10.640,6.240,50048.8,50000.0,1,2eb80be
441,1,16640,4096,12.640,7.904,54931.6,55000.0,1,2eb80be
442,2,16640,4096,12.352,7.680,60058.6,60000.0,1,2eb80be
443,3,16640,4096,12.000,7.648,64941.4,65000.0,1,2eb80be
444,0,16640,4096,12.048,7.360,70068.4,70000.0,1,2eb80be
445,1,16640,4096,12.480,7.648,74951.2,75000.0,1,2eb80be
446,2,16640,4096,11.536,7.232,80078.1,80000.0,1,2eb80be
447,3,16640,4096,12.608,7.808,84960.9,85000.0,1,2eb80be
448,0,16640,4096,12.640,7.936,10009.8,10000.0,1,2eb80be
449,1,16640,4096,12.272,7.712,14892.6,15000.0,1,2eb80be
450,2,16640,4096,12.080,7.328,20019.5,20000.0,1,2eb80be
451,3,16640,4096,12.576,7.776,24902.3,25000.0,1,2eb80be
452,0,16640,4096,12.400,7.808,30029.3,30000.0,1,2eb80be
453,1,16640,4096,12.480,7.776,34912.1,35000.0,1,2eb80be
454,2,16640,4096,10.864,6.176,40039.1,40000.0,1,2eb80be
455,3,16640,4096,10.448,6.144,44921.9,45000.0,1,2eb80be
456,0,16640,4096,12.304,7.424,50048.8,50000.0,1,2eb80be
457,1,16640,4096,11.872,7.296,54931.6,55000.0,1,2eb80be
458,2,16640,4096,11.904,7.488,60058.6,60000.0,1,2eb80be
459,3,16640,4096,12.048,7.360,64941.4,65000.0,1,2eb80be
460,0,16640,4096,12.816,8.128,70068.4,70000.0,1,2eb80be
461,1,16640,4096,12.192,7.840,74951.2,75000.0,1,2eb80be
462,2,16640,4096,12.368,7.680,80078.1,80000.0,1,2eb80be
463,3,16640,4096,12.800,8.096,84960.9,85000.0,1,2eb80be
464,0,16640,4096,12.400,7.680,10009.8,10000.0,1,2eb80be
465,1,16640,4096,12.160,7.392,14892.6,15000.0,1,2eb80be
466,2,16640,4096,11.072,6.272,20019.5,20000.0,1,2eb80be
467,3,16640,4096,12.432,7.616,24902.3,25000.0,1,2eb80be
468,0,16640,4096,12.256,7.872,30029.3,30000.0,1,2eb80be
469,1,16640,4096,12.048,7.488,34912.1,35000.0,1,2eb80be
470,2,16640,4096,12.416,7.712,40039.1,40000.0,1,2eb80be
471,3,16640,4096,10.768,6.304,44921.9,45000.0,1,2eb80be
472,0,16640,4096,12.080,7.296,50048.8,50000.0,1,2eb80be
473,1,16640,4096,12.544,7.872,54931.6,55000.0,1,2eb80be
474,2,16640,4096,11.457,7.072,60058.6,60000.0,1,2eb80be
475,3,16640,4096,12.768,7.840,64941.4,65000.0,1,2eb80be
476,0,16640,4096,12.800,8.000,70068.4,70000.0,1,2eb80be
477,1,16640,4096,13.024,8.544,74951.2,75000.0,1,2eb80be
478,2,16640,4096,12.496,7.712,80078.1,80000.0,1,2eb80be
479,3,16640,4096,11.776,7.008,84960.9,85000.0,1,2eb80be
480,0,16640,4096,12.576,7.776,10009.8,10000.0,1,2eb80be
481,1,16640,4096,12.336,7.424,14892.6,15000.0,1,2eb80be
482,2,16640,4096,12.496,7.808,20019.5,20000.0,1,2eb80be
483,3,16640,4096,11.072,6.368,24902.3,25000.0,1,2eb80be
484,0,16640,4096,12.256,7.424,30029.3,30000.0,1,2eb80be
485,1,16640,4096,12.240,7.552,34912.1,35000.0,1,2eb80be
486,2,16640,4096,12.465,7.712,40039.1,40000.0,1,2eb80be
487,3,16640,4096,12.240,7.552,44921.9,45000.0,1,2eb80be
488,0,16640,4096,12.256,7.712,50048.8,50000.0,1,2eb80be
489,1,16640,4096,12.976,8.160,54931.6,55000.0,1,2eb80be
490,2,16640,4096,11.136,6.464,60058.6,60000.0,1,2eb80be
491,3,16640,4096,11.520,7.232,64941.4,65000.0,1,2eb80be
492,0,16640,4096,12.624,7.968,70068.4,70000.0,1,2eb80be
493,1,16640,4096,12.416,7.808,74951.2,75000.0,1,2eb80be
494,2,16640,4096,10.544,6.240,80078.1,80000.0,1,2eb80be
495,3,16640,4096,12.224,7.488,84960.9,85000.0,1,2eb80be
496,0,16640,4096,12.560,7.808,10009.8,10000.0,1,2eb80be
497,1,16640,4096,11.184,7.040,14892.6,15000.0,1,2eb80be
498,2,16640,4096,11.169,6.336,20019.5,20000.0,1,2eb80be
499,3,16640,4096,10.960,6.336,24902.3,25000.0,1,2eb80be
